sub,region,title_kr,title_en,desc_kr,desc_en,addr_kr,addr_en,route_kr,duration,difficulty,budget_kr,naver_map,kakao_map,web,free,publish_at
3hour,경기 군포,수리산 도립공원 & 군포 철쭉축제,Surisan Provincial Park & Gunpo Azalea Festival,"수리산 도립공원 철쭉 산행 코스
▪ 수리산 정상 (474m) → 태을봉 → 슬기봉
▪ 4~5월 군포 철쭉축제 기간 절경
▪ 초보 가능 난이도 · 왕복 약 3시간","Surisan Provincial Park azalea mountain walk
▪ Surisan summit (474m) → Taeeul Peak → Seulgi Peak
▪ April–May Gunpo Azalea Festival spectacular scenery
▪ Beginner-friendly · round trip ~3 hours",수리산로 1,"1 Surisan-ro, Gunpo-si, Gyeonggi-do",4호선 산본역 2번 출구 → 도보 20분 → 수리산 입구,3시간,medium,무료,https://map.naver.com/v5/search/수리산도립공원,https://map.kakao.com/link/search/수리산도립공원,해당없음,TRUE,
recommend,경기 시흥,시흥 오이도 & 갯골생태공원,Siheung Oido & Gaetgol Eco Park,"시흥 오이도 + 갯골생태공원 코스
▪ 오이도 선사유적지 → 오이도 빨간등대 → 갯골생태공원
▪ 갯골생태공원 흔들다리 · 소금밭 체험
▪ 서해안 갯벌 생태 학습 최적지","Siheung Oido + Gaetgol Eco Park
▪ Oido prehistoric site → Oido Red Lighthouse → Gaetgol Eco Park
▪ Gaetgol suspension bridge · salt field experience
▪ Best West Sea tidal flat ecology learning spot",오이도로 175,"175 Oido-ro, Siheung-si, Gyeonggi-do",4호선 오이도역 1번 출구 → 도보 20분 → 오이도 선착장,3시간,easy,무료,https://map.naver.com/v5/search/오이도+시흥,https://map.kakao.com/link/search/오이도+시흥,해당없음,FALSE,
3hour,경기 고양,한국판 베르사유 고양 호수공원,Goyang Lake Park — Korea's Versailles,"고양 일산 호수공원 산책 코스
▪ 호수공원 정문 → 메타세쿼이아길 → 장미원 → 노래하는 분수대
▪ 국내 최대 인공 호수공원 (100만㎡)
▪ 고양 꽃 박람회 기간(4~5월) 특히 추천","Goyang Ilsan Lake Park walk
▪ Main gate → Metasequoia path → Rose Garden → Singing Fountain
▪ Korea's largest artificial lake park (1,000,000㎡)
▪ Best during Goyang Flower Expo (April–May)",일산동구 호수로 595,"595 Hosu-ro, Ilsandong-gu, Goyang-si, Gyeonggi-do",3호선 정발산역 1번 출구 → 도보 5분 → 호수공원 정문,2시간,easy,무료,https://map.naver.com/v5/search/고양+호수공원,https://map.kakao.com/link/search/고양+호수공원,해당없음,TRUE,
3hour,경기 고양,행주산성 & 행주대첩 역사 탐방,Haengju Fortress & Battle of Haengju History,"행주산성 임진왜란 역사 탐방
▪ 행주산성 입구 → 덕양산 정상 → 권율 동상 → 한강 조망
▪ 임진왜란 3대 대첩 행주대첩 현장
▪ 행주치마 유래 역사 스토리텔링","Haengju Fortress Imjin War history tour
▪ Fortress entrance → Deogyang peak → General Gwon Yul statue → Han River view
▪ Site of Battle of Haengju (one of Imjin War's 3 great victories)
▪ Origin story of 'Haengju apron' folk tale",행주외동 덕양구 행주로15번길 89,"89 Haengju-ro 15beon-gil, Deogyang-gu, Goyang-si, Gyeonggi-do",2호선 합정역 → 96번 버스 → 행주산성 (약 40분),2시간,medium,"입장료 1,000원",https://map.naver.com/v5/search/행주산성,https://map.kakao.com/link/search/행주산성,해당없음,TRUE,
recommend,경기 파주,파주 헤이리 예술마을 & 프로방스,Paju Heyri Art Village & Provence,"파주 헤이리 예술마을 + 프로방스 코스
▪ 헤이리 예술마을 (갤러리·카페·공방) → 프로방스 유럽풍 마을
▪ 국내 최대 예술인 마을 · 독립 갤러리 50개+
▪ 출판도시 연계 가능","Paju Heyri Art Village + Provence village
▪ Heyri (galleries·cafes·workshops) → Provence European-style village
▪ Korea's largest artists' community · 50+ independent galleries
▪ Connects to Book City (Paju Bookcity)",탄현면 헤이리마을길 93-119,"93-119 Heyri Village-gil, Tanhyeon-myeon, Paju-si, Gyeonggi-do",2호선 홍대입구역 → 2200번 버스 → 헤이리 (약 1시간),3시간,easy,무료 (카페·전시 별도),https://map.naver.com/v5/search/헤이리예술마을,https://map.kakao.com/link/search/헤이리예술마을,https://www.heyri.net,TRUE,
recommend,경기 파주,파주 DMZ 임진각 & 도라산역 투어,Paju DMZ Imjingak & Dorasan Station Tour,"파주 DMZ 임진각 + 도라산역 역사 탐방
▪ 임진각 → 자유의 다리 → 도라산역 (남측 최북단 역)
▪ 도라산역 방문 시 여권 지참 권장
▪ 통일 염원 역사 현장 · 망배단","Paju DMZ Imjingak + Dorasan Station
▪ Imjingak → Freedom Bridge → Dorasan Station (southernmost station)
▪ Passport recommended for Dorasan Station visit
▪ Reunification wish historic site · Mangbaedan Altar",문산읍 임진각로 148-40,"148-40 Imjingak-ro, Munsan-eup, Paju-si, Gyeonggi-do",경의중앙선 임진강역 → 도보 15분 → 임진각,3시간,easy,도라산역 입장료 별도,https://map.naver.com/v5/search/임진각,https://map.kakao.com/link/search/임진각,해당없음,TRUE,
3hour,경기 파주,파주 출판도시 & 지혜의숲,Paju Bookcity & Forest of Wisdom,"파주 출판도시 + 지혜의숲 탐방
▪ 파주 출판도시 → 지혜의숲 (30만 권 장서) → 아시아출판문화정보센터
▪ 국내 최대 출판 클러스터 · 이색 건축물 밀집
▪ 헤이리 예술마을 연계 가능","Paju Bookcity + Forest of Wisdom
▪ Paju Bookcity → Forest of Wisdom (300,000 books) → Asia Publication Cultural Information Center
▪ Korea's largest publishing cluster · unique architecture
▪ Connects to Heyri Art Village",탄현면 파주출판로 145,"145 Pajuchulpan-ro, Tanhyeon-myeon, Paju-si, Gyeonggi-do",2호선 홍대입구역 → 2200번 버스 → 파주출판도시 (약 1시간),2시간,easy,무료,https://map.naver.com/v5/search/파주+지혜의숲,https://map.kakao.com/link/search/파주+지혜의숲,https://forestofwisdom.or.kr,TRUE,
3hour,경기 포천,포천 아트밸리 & 천문과학관,Pocheon Art Valley & Astronomy Center,"포천 아트밸리 채석장 공원 탐방
▪ 모노레일 탑승 → 천주호 에메랄드 호수 → 천문과학관
▪ 폐채석장을 예술 공간으로 재탄생
▪ 야간 천문 관측 프로그램 운영","Pocheon Art Valley quarry park
▪ Monorail → Cheonju Lake emerald pond → Astronomy Center
▪ Abandoned quarry transformed into art space
▪ Night astronomy observation programs available",신북면 아트밸리로 234,"234 Artvalley-ro, Sinbuk-myeon, Pocheon-si, Gyeonggi-do",동서울터미널 → 포천 버스 (약 1시간 30분) → 아트밸리 택시 10분,2시간,easy,"입장료 5,000원",https://map.naver.com/v5/search/포천아트밸리,https://map.kakao.com/link/search/포천아트밸리,https://www.artvalley.or.kr,TRUE,
recommend,경기 포천,비둘기낭 폭포 & 한탄강 지질공원,Bidulginang Falls & Hantangang Geo Park,"한탄강 국가지질공원 탐방
▪ 비둘기낭 폭포 → 재인폭포 → 한탄강 주상절리
▪ 유네스코 세계지질공원 인증
▪ 드라마·CF 촬영지 비둘기낭 폭포","Hantangang National Geopark exploration
▪ Bidulginang Falls → Jaein Falls → Hantangang columnar jointing
▪ UNESCO Global Geopark certified
▪ Bidulginang Falls — famous drama & CF filming location",영북면 비둘기낭길 207,"207 Bidulginang-gil, Yeongbuk-myeon, Pocheon-si, Gyeonggi-do",동서울터미널 → 포천 버스 → 비둘기낭 폭포 (약 2시간),3시간,easy,무료,https://map.naver.com/v5/search/비둘기낭폭포,https://map.kakao.com/link/search/비둘기낭폭포,해당없음,TRUE,
3hour,경기 포천,포천 허브아일랜드 야간 조명 축제,Pocheon Herb Island Night Light Festival,"포천 허브아일랜드 야간 조명 투어
▪ 허브 정원 → 빛 축제 포토존 → 허브 제품 쇼핑
▪ 연간 100만 명 방문 · 허브 체험 다양
▪ 야간 점등 (일몰 후 ~ 22:00)","Pocheon Herb Island night illumination tour
▪ Herb garden → light festival photo zones → herb product shopping
▪ 1 million visitors annually · diverse herb experiences
▪ Night lighting from sunset to 10pm",신북면 청신로947번길 35,"35 Cheongsin-ro 947beon-gil, Sinbuk-myeon, Pocheon-si, Gyeonggi-do",동서울터미널 → 포천 버스 (약 1시간 30분) → 허브아일랜드 셔틀,2시간,easy,"입장료 12,000원",https://map.naver.com/v5/search/포천허브아일랜드,https://map.kakao.com/link/search/포천허브아일랜드,https://www.herbisland.co.kr,FALSE,
3hour,경기 의정부,의정부 부대찌개 거리 & 미군 문화,Uijeongbu Budaejjigae Street & US Military Culture,"의정부 부대찌개 거리 탐방
▪ 의정부 부대찌개 원조 거리 → 평화로 먹거리타운
▪ 한국전쟁 후 미군 부대 잔류 식재료로 탄생한 부대찌개
▪ 원조 vs 신세대 부대찌개 비교 체험","Uijeongbu budaejjigae (army stew) street tour
▪ Original budaejjigae street → Pyeonghwa-ro food town
▪ Army stew born from leftover US military rations after Korean War
▪ Compare original vs new-style budaejjigae",의정부2동 평화로 494번길 일대,"Pyeonghwa-ro 494-beongil area, Uijeongbu-si, Gyeonggi-do",1호선 의정부역 1번 출구 → 도보 10분 → 부대찌개 거리,2시간,easy,"부대찌개 1인 12,000원~",https://map.naver.com/v5/search/의정부+부대찌개거리,https://map.kakao.com/link/search/의정부+부대찌개거리,해당없음,TRUE,
recommend,경기 남양주,남양주 다산 정약용 유적지 & 북한강,Namyangju Dasan Jeong Yagyong Historic Site,"정약용 선생 유적지 + 북한강 코스
▪ 여유당(생가) → 실학박물관 → 북한강 자전거길
▪ 조선 실학자 정약용 선생 생애 탐방
▪ 두물머리 연계 가능 (양수리)","Jeong Yagyong birthplace + Bukhangang River
▪ Yeoyudang (birthplace) → Silhak Museum → Bukhangang bike path
▪ Life story of Joseon Silhak scholar Jeong Yagyong
▪ Connects to Dumulmeori (Yangsu-ri)",조안면 다산로 747번길 11,"11 Dasan-ro 747beon-gil, Joan-myeon, Namyangju-si, Gyeonggi-do",경의중앙선 운길산역 → 버스 → 다산유적지 (약 20분),3시간,easy,"박물관 입장료 2,000원",https://map.naver.com/v5/search/다산유적지+남양주,https://map.kakao.com/link/search/다산유적지+남양주,https://www.dfm.go.kr,TRUE,
3hour,경기 남양주,두물머리 & 양수리 수변 산책,Dumulmeori Confluence & Yangsu-ri Riverside Walk,"남한강·북한강 합류점 두물머리 산책
▪ 두물머리 나루터 → 느티나무(400년) → 수상스키장
▪ 새벽 물안개 명소 · 사진 작가 성지
▪ 세미원(물과 꽃의 정원) 연계 가능","Dumulmeori Han River confluence riverside walk
▪ Dumulmeori ferry dock → 400-year-old elm tree → water ski site
▪ Famous for dawn river mist · photographer's pilgrimage
▪ Semiwon Garden (water & flower) connection",양서면 두물머리길 145,"145 Dumulmeori-gil, Yangseo-myeon, Yangpyeong-gun, Gyeonggi-do",경의중앙선 양수역 1번 출구 → 도보 15분 → 두물머리 나루터,2시간,easy,무료,https://map.naver.com/v5/search/두물머리,https://map.kakao.com/link/search/두물머리,해당없음,TRUE,
recommend,경기 양주,양주 나리공원 & 천일홍 축제,Yangju Nari Park & Globe Amaranth Festival,"양주 나리공원 꽃 축제 탐방
▪ 천일홍·해바라기·댑싸리 계절 꽃밭
▪ 8~9월 천일홍 절정 · 인스타 사진 명소
▪ 나리공원 입장 무료 · 주차 유료","Yangju Nari Park flower festival
▪ Globe amaranth · sunflower · kochia seasonal flower fields
▪ August–September peak globe amaranth · Instagram photo spot
▪ Nari Park free admission · parking fee applies",광적면 비암로 60번길 일대,"Biam-ro 60-beongil area, Gwangjeok-myeon, Yangju-si, Gyeonggi-do",전철 1호선 덕계역 → 버스 → 나리공원 (약 30분),2시간,easy,무료,https://map.naver.com/v5/search/양주나리공원,https://map.kakao.com/link/search/양주나리공원,해당없음,TRUE,
3hour,경기 연천,연천 임진강 & 재인폭포 트레킹,Yeoncheon Imjingang River & Jaein Falls Trekking,"연천 재인폭포 + 임진강 지질 트레킹
▪ 재인폭포 (현무암 주상절리 협곡) → 임진강 변 산책
▪ 한탄강 세계지질공원 핵심 구간
▪ 연천 전곡리 구석기 유적지 연계","Yeoncheon Jaein Falls + Imjingang geopark trekking
▪ Jaein Falls (basalt columnar jointing gorge) → Imjingang riverside walk
▪ Core section of Hantangang World Geopark
▪ Yeoncheon Jeonggok-ri Paleolithic site connection",연천읍 부곡리 192-1,"192-1 Bugok-ri, Yeoncheon-eup, Yeoncheon-gun, Gyeonggi-do",경원선 전곡역 → 버스 → 재인폭포 (약 30분),2시간,easy,무료,https://map.naver.com/v5/search/재인폭포+연천,https://map.kakao.com/link/search/재인폭포+연천,해당없음,TRUE,
3hour,경기 동두천,소요산 자재암 & 단풍 트레킹,Soyosan Mountain Jajaeam Temple & Foliage Trek,"소요산 단풍 트레킹 코스
▪ 소요산역 → 자재암 → 원효대 → 공주봉 (587m)
▪ 경기 단풍 명소 1위 · 10월 중순 절정
▪ 의상대사 창건 자재암 고찰","Soyosan Mountain autumn foliage trekking
▪ Soyosan Station → Jajaeam Temple → Wonhyodae → Gongju Peak (587m)
▪ Gyeonggi's #1 autumn foliage spot · peak mid-October
▪ Ancient temple Jajaeam founded by Master Uisang",소요동 소요산로 94-35,"94-35 Soyosan-ro, Soyo-dong, Dongducheon-si, Gyeonggi-do",1호선 소요산역 출구 → 도보 10분 → 소요산 입구,3시간,medium,"입장료 1,000원",https://map.naver.com/v5/search/소요산,https://map.kakao.com/link/search/소요산,해당없음,TRUE,
recommend,경기 고양,고양 원당종마목장 & 능곡 꽃시장,Goyang Wondang Stud Farm & Flower Market,"고양 원당종마목장 + 능곡 화훼단지
▪ 원당종마목장 승마 관람 → 능곡 화훼단지 꽃시장
▪ 한국마사회 종마목장 무료 개방
▪ 능곡 꽃시장 전국 최저가 꽃 도매 구매 가능","Goyang Wondang Stud Farm + Neunggok Flower Market
▪ Wondang Stud Farm horse viewing → Neunggok flower wholesale market
▪ Korea Racing Authority stud farm free access
▪ Cheapest wholesale flowers in Korea at Neunggok market",덕양구 서삼릉길 233-112,"233-112 Seosamnŭng-gil, Deogyang-gu, Goyang-si, Gyeonggi-do",3호선 원당역 1번 출구 → 버스 → 원당종마목장 (약 15분),3시간,easy,무료,https://map.naver.com/v5/search/원당종마목장,https://map.kakao.com/link/search/원당종마목장,해당없음,TRUE,
3hour,경기 김포,김포 문수산성 & 애기봉 평화생태공원,Gimpo Munsusan Fortress & Aegibong Peace Park,"김포 애기봉 평화생태공원 탐방
▪ 애기봉 전망대 → 조강·한강 합류점 조망
▪ 북한 개풍군 조망 가능 · DMZ 접경 지역
▪ 평화 전망대·생태 탐방로 무료 개방","Gimpo Aegibong Peace Ecology Park
▪ Aegibong Observatory → Jogang & Hangang confluence view
▪ North Korea Gaepung-gun visible · DMZ border area
▪ Peace observatory & ecology trail free access",하성면 조강저석로 264,"264 Jokangjeoseok-ro, Haseong-myeon, Gimpo-si, Gyeonggi-do",공항철도 김포공항역 → 버스 → 애기봉 (약 1시간),2시간,easy,무료,https://map.naver.com/v5/search/애기봉평화생태공원,https://map.kakao.com/link/search/애기봉평화생태공원,https://www.aegibong.or.kr,TRUE,
3hour,경기 가평,가평 자라섬 캠핑 & 재즈 페스티벌,Gapyeong Jara Island Camping & Jazz Festival,"가평 자라섬 캠핑 & 재즈 코스
▪ 자라섬 오토캠핑 → 자라섬 재즈 페스티벌 (10월)
▪ 북한강 수상레저 연계
▪ 봄 유채꽃·가을 단풍 시즌 인기","Gapyeong Jara Island camping & jazz
▪ Jara Island auto camping → Jara Island Jazz Festival (October)
▪ Bukhangang water leisure connection
▪ Popular during spring rapeseed & autumn foliage seasons",가평읍 달전리 1-1,"1-1 Daeljeon-ri, Gapyeong-eup, Gapyeong-gun, Gyeonggi-do",경춘선 가평역 1번 출구 → 도보 20분 → 자라섬,전일,easy,"캠핑 30,000~50,000원",https://map.naver.com/v5/search/자라섬+가평,https://map.kakao.com/link/search/자라섬+가평,https://www.jarasum.or.kr,FALSE,
recommend,경기 파주,파주 오두산 통일전망대,Paju Odu Mountain Unification Observatory,"파주 오두산 통일전망대 탐방
▪ 한강·임진강 합류점 → 북한 개풍군 조망
▪ 망원경으로 북한 주민 생활상 관찰 가능
▪ 1992년 개관 · 입장 시 신분증 지참 필수","Paju Odu Mountain Unification Observatory
▪ Han·Imjin River confluence → North Korea Gaepung-gun view
▪ Telescope observation of North Korean civilian life
▪ Opened 1992 · ID required for entry",탄현면 필승로 369,"369 Pilseung-ro, Tanhyeon-myeon, Paju-si, Gyeonggi-do",2호선 합정역 → 버스 → 오두산 통일전망대 (약 1시간),2시간,easy,"입장료 3,000원",https://map.naver.com/v5/search/오두산통일전망대,https://map.kakao.com/link/search/오두산통일전망대,https://www.jmd.co.kr,TRUE,
3hour,경기 의정부,의정부 직동근린공원 & 장암역 먹자골목,Uijeongbu Jikdong Park & Jangam Street Food,"의정부 장암동 공원 + 먹자골목 코스
▪ 직동근린공원 산책 → 장암역 먹자골목
▪ 부대찌개·순대국·감자탕 등 경기 북부 로컬 맛집
▪ 의정부 경전철 이용 편리","Uijeongbu Jikdong Park + Jangam food street
▪ Jikdong neighborhood park walk → Jangam Station food street
▪ Budaejjigae · sundae guk · gamjatang local restaurants
▪ Easy access via Uijeongbu Light Rail",장암동 먹자골목 일대,"Jangam-dong food street area, Uijeongbu-si, Gyeonggi-do",의정부경전철 장암역 → 도보 5분 → 먹자골목,2시간,easy,"식비 10,000원~",https://map.naver.com/v5/search/의정부+장암역+먹자골목,https://map.kakao.com/link/search/의정부+장암역+먹자골목,해당없음,TRUE,
recommend,경기 고양,고양 킨텍스 & 원마운트 워터파크,Goyang KINTEX & One Mount Water Park,"고양 킨텍스 + 원마운트 워터파크 코스
▪ 킨텍스 전시·박람회 관람 → 원마운트 워터파크
▪ 국내 최대 전시 컨벤션 센터
▪ 스노우파크(겨울)·워터파크(여름) 연중 운영","Goyang KINTEX + One Mount Water Park
▪ KINTEX exhibition & expo → One Mount Water Park
▪ Korea's largest exhibition convention center
▪ Snow Park (winter) · Water Park (summer) year-round",킨텍스로 217-60,"217-60 KINTEX-ro, Ilsanseo-gu, Goyang-si, Gyeonggi-do",3호선 대화역 1번 출구 → 도보 5분 → 킨텍스,4시간,easy,"워터파크 50,000원~",https://map.naver.com/v5/search/원마운트워터파크,https://map.kakao.com/link/search/원마운트워터파크,https://www.onemount.co.kr,FALSE,
3hour,경기 양평,양평 용문산 은행나무 & 용문사,Yangpyeong Yongmunsan Ginkgo Tree & Yongmunsa,"양평 용문산 천년 은행나무 탐방
▪ 용문사 입구 → 천년 은행나무 (높이 42m · 수령 1,100년)
▪ 동양 최대·최고령 은행나무
▪ 10월 중순 노랗게 물드는 은행나무 장관","Yangpyeong Yongmunsan millennium ginkgo tree
▪ Yongmunsa Temple entrance → millennium ginkgo tree (42m tall · 1,100 years old)
▪ Asia's largest and oldest ginkgo tree
▪ Spectacular golden foliage in mid-October",용문면 용문산로 782,"782 Yongmunsan-ro, Yongmun-myeon, Yangpyeong-gun, Gyeonggi-do",경의중앙선 용문역 → 버스 → 용문사 (약 20분),2시간,easy,"입장료 2,500원",https://map.naver.com/v5/search/용문사+양평,https://map.kakao.com/link/search/용문사+양평,해당없음,TRUE,
3hour,전북 전주,전주 한옥마을 야간 투어,Jeonju Hanok Village Night Tour,"전주 한옥마을 야경 탐방 코스
▪ 경기전 야간 → 전동성당 야경 → 은행로 한옥 골목
▪ 야간 한복 착용 시 더욱 감성적
▪ 전동성당 야간 조명 인증 포토존","Jeonju Hanok Village night scenery tour
▪ Gyeonggijeon night → Jeondong Cathedral night view → Eunhaeng-ro hanok alley
▪ More atmospheric with hanbok at night
▪ Jeondong Cathedral night illumination photo spot",기린대로 99,"99 Girin-daero, Wansan-gu, Jeonju-si, Jeonbuk-do",KTX 전주역 → 79번·119번 버스 → 한옥마을 정류장 (약 20분),2시간,easy,무료,https://map.naver.com/v5/search/전주한옥마을+야경,https://map.kakao.com/link/search/전주한옥마을+야경,해당없음,TRUE,
3hour,전북 전주,전주 남부시장 야시장 탐방,Jeonju Nambu Market Night Market,"전주 남부시장 야시장 먹거리 투어
▪ 매주 금·토 야시장 운영 (17:00~23:00)
▪ 비빔밥·피순대·막걸리 등 전주 전통 먹거리
▪ 1913 송정역 시장 스타일 감성 야시장","Jeonju Nambu Market night market food tour
▪ Night market every Fri·Sat (5pm–11pm)
▪ Bibimbap · pi-sundae · makgeolli Jeonju traditional food
▪ 1913 Songjeong Station market-style sensory night market",풍남문3길 1,"1 Pungnam-mun 3-gil, Wansan-gu, Jeonju-si, Jeonbuk-do",KTX 전주역 → 79번 버스 → 남부시장 정류장 (약 20분),2시간,easy,"식비 10,000~20,000원",https://map.naver.com/v5/search/전주남부시장+야시장,https://map.kakao.com/link/search/전주남부시장+야시장,해당없음,TRUE,
3hour,전북 전주,전주 경기전 & 어진박물관,Jeonju Gyeonggijeon & Eojin Museum,"전주 경기전 + 어진박물관 탐방
▪ 경기전(태조 이성계 어진 봉안) → 어진박물관 → 조선왕조실록 보관 경내
▪ 조선 왕실 역사 탐방
▪ 전동성당·풍남문 연계 도보 5분","Jeonju Gyeonggijeon + Eojin Museum
▪ Gyeonggijeon (King Taejo portrait) → Eojin Museum → Annals of Joseon storage site
▪ Joseon royal history exploration
▪ 5min walk to Jeondong Cathedral & Pungnammun",태조로 44,"44 Taejo-ro, Wansan-gu, Jeonju-si, Jeonbuk-do",KTX 전주역 → 79번 버스 → 경기전 정류장 (약 20분),1.5시간,easy,"성인 3,000원",https://map.naver.com/v5/search/전주경기전,https://map.kakao.com/link/search/전주경기전,해당없음,TRUE,
3hour,전북 전주,전주 한지 & 부채 공예 체험거리,Jeonju Hanji & Fan Craft Experience Street,"전주 전통 공예 체험 거리 탐방
▪ 공예품전시관 → 부채문화관 → 한지공예 공방
▪ 전주 합죽선(접부채) 국내 최고 산지
▪ 체험 비용 10,000~30,000원 별도","Jeonju traditional craft experience street
▪ Crafts Exhibition Hall → Fan Culture Center → hanji paper craft workshop
▪ Jeonju Hapjukson (folding fan) Korea's top production hub
▪ Experience fee 10,000–30,000 KRW separate",전주공예품전시관 일대,"Jeonju Craft Exhibition Hall area, Wansan-gu, Jeonju-si",KTX 전주역 → 79번 버스 → 한옥마을 정류장 (약 20분),2시간,easy,무료 (체험 별도),https://map.naver.com/v5/search/전주+공예품전시관,https://map.kakao.com/link/search/전주+공예품전시관,해당없음,TRUE,
recommend,전북 전주,전주 오목대 & 이목대 조망 코스,Jeonju Omokdae & Imokdae Viewpoint Course,"전주 오목대 + 이목대 한옥마을 조망
▪ 오목대 정상 → 전주 한옥마을 전경 → 이목대
▪ 태조 이성계의 전승 기념 잔치 장소
▪ 일몰 시 전주 최고 야경 포인트","Jeonju Omokdae + Imokdae Hanok Village panorama
▪ Omokdae summit → Jeonju Hanok Village panoramic view → Imokdae
▪ Site of King Taejo's victory celebration banquet
▪ Best Jeonju sunset view point",교동 산14-7,"San 14-7 Gyo-dong, Wansan-gu, Jeonju-si, Jeonbuk-do",KTX 전주역 → 79번 버스 → 한옥마을 → 도보 10분 → 오목대,1.5시간,easy,무료,https://map.naver.com/v5/search/전주오목대,https://map.kakao.com/link/search/전주오목대,해당없음,TRUE,
recommend,전북 전주,전주 완산칠봉 & 완산공원,Jeonju Wansan Chilbong & Wansan Park,"전주 완산칠봉 산책 + 완산공원 코스
▪ 완산공원 → 완산칠봉 → 진달래·철쭉 군락지
▪ 전주 시내 조망 포인트
▪ 4~5월 진달래·철쭉 만개 시 절경","Jeonju Wansan Chilbong walk + Wansan Park
▪ Wansan Park → Wansan Chilbong → azalea & royal azalea grove
▪ Jeonju city panoramic viewpoint
▪ Spectacular April–May when azaleas are in full bloom",완산동 산1,"San 1 Wansan-dong, Wansan-gu, Jeonju-si, Jeonbuk-do",KTX 전주역 → 시내버스 → 완산공원 (약 25분),2시간,easy,무료,https://map.naver.com/v5/search/전주완산공원,https://map.kakao.com/link/search/전주완산공원,해당없음,TRUE,
3hour,전북 전주,전주 교동·풍남동 근대 골목 탐방,Jeonju Gyo-dong Modern Alley Tour,"전주 근대 역사 골목 탐방
▪ 교동 미로골목 → 풍남동 일제 강점기 건축물 → 전주향교
▪ 조선 후기~근대 역사 공존 거리
▪ 한옥마을 핵심 인스타 명소","Jeonju modern history alley exploration
▪ Gyo-dong maze alley → Pungnam-dong colonial-era buildings → Jeonju Hyanggyo
▪ Street where late Joseon and modern history coexist
▪ Core Instagram spots in Hanok Village",교동 일대,"Gyo-dong area, Wansan-gu, Jeonju-si, Jeonbuk-do",KTX 전주역 → 79번 버스 → 한옥마을 정류장 (약 20분),2시간,easy,무료,https://map.naver.com/v5/search/전주교동미로골목,https://map.kakao.com/link/search/전주교동미로골목,해당없음,TRUE,
3hour,전북 전주,전주 비빔밥 쿠킹 클래스,Jeonju Bibimbap Cooking Class,"전주 비빔밥 만들기 쿠킹 클래스
▪ 전통 비빔밥 재료 손질 → 직접 비벼 완성
▪ 고추장·참기름·나물 등 전통 레시피
▪ 완성 후 직접 시식 + 레시피 카드 제공","Jeonju bibimbap making cooking class
▪ Traditional bibimbap ingredient prep → mix and finish yourself
▪ Traditional recipe with gochujang · sesame oil · namul
▪ Eat after completion + recipe card provided",한옥마을 일대 쿠킹 스튜디오,"Cooking studio in Hanok Village area, Jeonju-si, Jeonbuk-do",KTX 전주역 → 79번 버스 → 한옥마을 정류장 (약 20분),2시간,easy,"30,000~50,000원",https://map.naver.com/v5/search/전주+비빔밥+쿠킹클래스,https://map.kakao.com/link/search/전주+비빔밥+쿠킹클래스,해당없음,FALSE,
recommend,전북 군산,군산 근대 역사 문화 거리,Gunsan Modern History Cultural Street,"군산 일제 강점기 근대 건축물 탐방
▪ 군산 근대역사박물관 → 진포해양공원 → 히로쓰 가옥
▪ 영화 '8월의 크리스마스' '타짜' 촬영지
▪ 근대 건축물 밀집 도시 · 시간 여행 감성","Gunsan colonial-era modern architecture tour
▪ Gunsan Modern History Museum → Jinpo Maritime Park → Hirots House
▪ Filming location for '8월의 크리스마스' and '타짜'
▪ Dense modern heritage city · time-travel atmosphere",해망로 230,"230 Haemang-ro, Gunsan-si, Jeonbuk-do",KTX 익산역 → 군산 시외버스 (약 30분) → 군산역 도보 10분,3시간,easy,"박물관 입장료 3,000원",https://map.naver.com/v5/search/군산+근대역사박물관,https://map.kakao.com/link/search/군산+근대역사박물관,https://museum.gunsan.go.kr,TRUE,
recommend,전북 군산,군산 은파호수공원 & 조각공원,Gunsan Eunpa Lake Park & Sculpture Park,"군산 은파호수공원 + 조각공원 산책
▪ 은파호수 수변 산책로 → 조각공원 → 물빛다리
▪ 군산 시민 나들이 1번지
▪ 야간 분수 조명쇼 운영 (여름 한정)","Gunsan Eunpa Lake Park + Sculpture Park walk
▪ Eunpa Lake waterfront path → Sculpture Park → Mulbit Bridge
▪ Gunsan residents' #1 outing destination
▪ Night fountain light show (summer only)",나운동 번영로 507,"507 Beonyeong-ro, Naun-dong, Gunsan-si, Jeonbuk-do",군산역 → 시내버스 → 은파호수공원 (약 20분),2시간,easy,무료,https://map.naver.com/v5/search/군산은파호수공원,https://map.kakao.com/link/search/군산은파호수공원,해당없음,TRUE,
